2023-03-21 11:49:34.432272,16,5049971,453712,402082300,594096,1,0
2023-03-21 11:49:35.428619,16,5049971,453712,402082300,594096,1,0
2023-03-21 11:49:36.343923,16,5049971,453712,402082300,594096,1,0
2023-03-21 11:49:37.196434,16,5049971,453712,402082300,594096,1,0
2023-03-21 11:49:38.062046,16,5049971,453712,402082300,594096,1,0
2023-03-21 11:49:38.952213,16,5049971,453712,402082300,594096,1,0
2023-03-21 11:49:39.761053,16,4941682,453712,361900974,594796,1,0
2023-03-21 11:49:40.591611,16,4941682,453712,361900974,594796,1,0
2023-03-21 11:49:41.439162,16,4941682,453712,361900974,594796,1,0
2023-03-21 11:49:42.282485,16,4941682,453712,361900974,594796,1,0
2023-03-21 11:49:43.381279,16,4941682,453712,361900974,594796,1,0
2023-03-21 11:49:44.557468,16,4941682,453712,361900974,594796,1,0
2023-03-21 11:49:45.670607,16,4941682,453712,361900974,594796,1,0
2023-03-21 11:49:46.535547,16,4941682,453712,361900974,594796,1,0
2023-03-21 11:49:47.387848,16,4941682,453712,361900974,594796,1,0
2023-03-21 11:49:48.248963,16,4941682,453712,361900974,594796,1,0
2023-03-21 11:49:49.113089,16,4941682,453712,361900974,594796,1,0
2023-03-21 11:49:50.071071,16,4941682,453712,361900974,594796,1,0
2023-03-21 11:49:51.049219,16,4941682,453712,361900974,594796,1,0
2023-03-21 11:49:51.909380,16,4941682,453712,361900974,594796,1,0
2023-03-21 11:49:52.806713,16,4941682,453712,361900974,594796,1,0
2023-03-21 11:49:53.817122,16,4941682,453712,361900974,594796,1,0
2023-03-21 11:49:54.784531,16,364172157,453984,650378184,600448,1,0
2023-03-21 11:49:55.902542,16,364172157,453984,650378184,600448,1,0
2023-03-21 11:49:56.760962,16,364172157,453984,650378184,600448,1,0
2023-03-21 11:49:57.833944,16,364172157,453984,650378184,600448,1,0
2023-03-21 11:49:59.034787,16,364172157,453984,650378184,600448,1,0
2023-03-21 11:50:00.135581,16,364172157,453984,650378184,600448,1,0
2023-03-21 11:50:01.068399,16,364172157,453984,650378184,600448,1,0
2023-03-21 11:50:02.147045,16,364172157,453984,650378184,600448,1,0
2023-03-21 11:50:03.054151,16,364172157,453984,650378184,600448,1,0
2023-03-21 11:50:03.975708,16,364172157,453984,650378184,600448,1,0
2023-03-21 11:50:04.844148,16,364172157,453984,650378184,600448,1,0
