1143497567.1089108,662979.2277227723,1,7,1589986152.3514853,187208.37623762377,6.72
1283833993.5645514,668120.6389496718,1,7,2159437376.8533916,186717.23851203502,7.44
1211716861.605042,670785.7759103641,1,7,2291065377.0322127,203352.60784313726,8.52
1351467297.8716419,680510.8298507463,1,9,2233652341.325373,225490.84179104478,8.16
1530962786.9109063,684307.2657450077,1,9,2443449399.37788,238123.4777265745,9.24
1637034572.5712516,686206.4361833953,1,9,2602421589.0092936,248216.8574969021,9.24
1679514028.3149815,690428.751720487,1,11,2525986788.4457383,261278.60137638962,7.92
1564481970.6979513,685128.497856122,1,11,2273580743.8747025,270118.95092901384,6.0
1771479125.7400167,688564.2150582363,1,11,2491706768.734609,284281.03577371046,9.504
1638548449.7469447,696976.7508986341,1,14,2466645239.370956,305375.3378864126,7.89
1562072521.5365214,701510.8067474616,1,14,2498609403.989846,323589.0707500819,8.052
1510620420.2473974,703641.0744029394,1,14,2527555993.4724436,344406.38732394367,8.088
1462576021.786394,708361.8867108676,1,19,2506737067.702508,366551.8492360911,7.632
1413104500.0289702,715149.3950487226,1,19,2534464207.8095865,398097.67553331575,8.172
1372717611.2628891,717545.4771400779,1,19,2561458008.9061284,425018.55982490274,8.292
1325185754.2049453,724136.0948986411,1,23,2536263867.729338,456543.09957674315,7.94
1298776857.8177443,728712.355304457,1,23,2551970093.94706,477649.0131826742,8.172
1275318280.2645035,732848.3716814159,1,10,2469002370.686529,482199.6336283186,7.932
1252358150.6932049,741191.3871505277,1,26,2457461449.805221,505451.018144788,7.944
1230594572.2540176,750282.1264904095,1,26,2481125572.3532057,530365.2443407638,8.18
1213547889.588274,756861.3713253408,1,26,2405508586.5258665,534645.3123665627,8.16
1186069430.2209303,752461.7572093023,1,4,2333217152.372403,506866.90899224806,6.888
1161845627.0696547,749009.8953710507,1,4,2282881146.196914,482648.4530492285,6.972
1134821210.0975678,746592.4380766005,1,5,2178383668.6439753,461711.6464914733,6.108
1114276788.0701919,744421.0178476291,1,5,2130844205.658098,442416.28436334577,6.828
1103045201.4379954,743365.5246739964,1,5,2149374589.2256455,427104.30363078497,7.932
1086237008.957497,742347.65377943,1,7,2089708362.504337,415864.6144981413,6.168
1075102267.7236216,741105.006891635,1,7,2033222537.7375238,401296.4399952472,6.636
1074025108.7081907,740394.8357289528,1,7,2023144305.1408854,387965.457791467,7.428
1058555389.974553,739399.0722825491,1,8,1953828914.1507075,376007.81781287707,6.18
1054744137.3790953,738442.9657577679,1,8,1910420226.4541323,365128.42686535616,6.78
1065974536.6895251,738805.4874668841,1,8,1906524067.0488079,355050.0561442837,7.356
1056370983.4279093,738919.3721893491,1,10,1859388325.9209073,347058.6599605523,6.42
1091674525.1710653,739590.5655000956,1,10,1908132457.1848345,339909.1482118952,8.628
1105180931.5069478,739772.9537763493,1,10,1926392297.5355895,337371.4003213914,8.004
1095876442.5056489,739779.0280150638,1,12,1884628590.9200883,331818.4954532929,6.408
1114679984.8122687,740508.598466396,1,12,1913763091.8934596,328527.4639603067,8.496
1148667045.2342122,742237.1934834019,1,12,1962111602.0848734,323440.7764736796,8.47
1139523954.5612974,743095.5414609229,1,16,1920413412.860293,320017.76068448834,6.372
1177902466.8588421,743823.9032606888,1,16,1982137740.311928,317452.7237564465,9.132
1207106245.1952236,745262.993784248,1,16,2029015608.6043184,315656.5202420872,8.508
1201089021.3225338,745705.2800612508,1,24,2007347946.8390555,315052.73444551905,6.29
1237256378.590654,747725.8099944651,1,24,2065277181.8946786,314328.4514114019,9.696
1282045654.1036375,749686.790871882,1,24,2138947755.9911962,313460.2569310371,9.912
