2023-03-17 13:35:20.137182,5,5211512289,149704,801700276,648636,1,0
2023-03-17 13:35:21.369154,5,5211512289,149704,801700276,648636,1,0
2023-03-17 13:35:22.446838,5,5211512289,149704,801700276,648636,1,0
2023-03-17 13:35:23.531659,5,5211512289,149704,892857142,648652,1,0
2023-03-17 13:35:24.600418,5,5181972383,149316,892857142,648652,1,0
2023-03-17 13:35:25.689512,5,5181972383,149316,892857142,648652,1,0
2023-03-17 13:35:26.841796,5,5181972383,149316,892857142,648652,1,0
2023-03-17 13:35:27.804568,5,5181972383,149316,892857142,648652,1,0
2023-03-17 13:35:28.864346,5,5181972383,149316,892857142,648652,1,0
2023-03-17 13:35:29.935342,5,5181972383,149316,892857142,648652,1,0
2023-03-17 13:35:30.759937,5,5181972383,149316,892857142,648652,1,0
2023-03-17 13:35:31.894642,5,5181972383,149316,892857142,648652,1,0
2023-03-17 13:35:33.074251,5,5181972383,149316,892857142,648652,1,0
2023-03-17 13:35:34.151098,5,5181972383,149316,892857142,648652,1,0
2023-03-17 13:35:35.194744,5,5181972383,149316,892857142,648652,1,0
2023-03-17 13:35:36.168107,5,5181972383,149316,892857142,648652,1,0
2023-03-17 13:35:37.487211,5,5181972383,149316,892857142,648652,1,0
2023-03-17 13:35:38.552909,5,5209804180,149216,1171790056,648456,1,0
2023-03-17 13:35:39.623245,5,5209804180,149216,1171790056,648456,1,0
2023-03-17 13:35:40.700701,5,5209804180,149216,1171790056,648456,1,0
2023-03-17 13:35:41.682226,5,5209804180,149216,1171790056,648456,1,0
2023-03-17 13:35:42.793378,5,5209804180,149216,1171790056,648456,1,0
2023-03-17 14:56:18.648006,5,708246738,108584,359984089,710136,1,0
2023-03-17 14:56:19.523744,5,708246738,108584,359984089,710136,1,0
2023-03-17 14:56:20.319689,5,708246738,108584,359984089,710136,1,0
2023-03-17 14:56:21.128387,5,708246738,108584,359984089,710136,1,0
2023-03-17 14:56:21.918289,5,708246738,108584,359984089,710136,1,0
2023-03-17 14:56:22.733410,5,626177814,109812,414634146,713264,1,0
2023-03-17 14:56:23.526803,5,626177814,109812,414634146,713264,1,0
2023-03-17 14:56:24.329725,5,626177814,109812,414634146,713264,1,0
2023-03-17 14:56:25.136827,5,626177814,109812,414634146,713264,1,0
2023-03-17 14:56:25.948451,5,626177814,109812,414634146,713264,1,0
2023-03-17 14:56:26.762598,5,626177814,109812,414634146,713264,1,0
2023-03-17 14:56:27.651341,5,626177814,109812,414634146,713264,1,0
2023-03-17 14:56:28.462309,5,626177814,109812,414634146,713264,1,0
2023-03-17 14:56:29.258441,5,626177814,109812,414634146,713264,1,0
2023-03-17 14:56:30.092343,5,626177814,109812,414634146,713264,1,0
2023-03-17 14:56:30.898027,5,626177814,109812,414634146,713264,1,0
2023-03-17 14:56:31.696833,5,626177814,109812,414634146,713264,1,0
2023-03-17 14:56:32.507423,5,626177814,109812,414634146,713264,1,0
2023-03-17 14:56:33.311519,5,626177814,109812,414634146,713264,1,0
2023-03-17 14:56:34.112047,5,626177814,109812,414634146,713264,1,0
2023-03-17 14:56:34.931932,5,626177814,109812,414634146,713264,1,0
2023-03-17 14:56:35.727118,5,626177814,109812,414634146,713264,1,0
2023-03-17 14:56:36.531128,5,626177814,109812,414634146,713264,1,0
2023-03-17 14:56:37.337040,5,626177814,109812,596540067,715916,1,0
2023-03-17 14:56:38.130112,5,820653290,108648,596540067,715916,1,0
2023-03-17 14:56:38.949808,5,820653290,108648,596540067,715916,1,0
2023-03-17 14:56:39.809069,5,820653290,108648,596540067,715916,1,0
2023-03-17 14:56:40.558994,5,820653290,108648,596540067,715916,1,0
2023-03-17 14:56:41.310819,5,820653290,108648,596540067,715916,1,0
2023-03-17 14:56:42.131479,5,820653290,108648,596540067,715916,1,0
2023-03-17 14:56:42.937955,5,820653290,108648,596540067,715916,1,0
2023-03-17 14:56:43.727342,5,820653290,108648,596540067,715916,1,0
2023-03-17 14:56:44.513669,5,820653290,108648,596540067,715916,1,0
2023-03-17 14:56:45.337861,5,820653290,108648,596540067,715916,1,0
2023-03-17 14:56:46.152971,5,820653290,108648,596540067,715916,1,0
2023-03-17 14:56:46.969371,5,820653290,108648,596540067,715916,1,0
