timestamp,count_container,container_cpu_usage,container_mem_usage,master_node_cpu,master_node_mem,cpu_idle_sum,mem_idle_sum
2023-03-31 10:04:10.477110,7,1261148137,65872,2103613749,741492,0,0
2023-03-31 10:04:11.970607,7,1261148137,65872,2103613749,741492,0,0
2023-03-31 10:04:13.073260,7,1261148137,65872,2103613749,741492,0,0
2023-03-31 10:04:14.173449,7,1261148137,65872,2103613749,741492,0,0
2023-03-31 10:04:15.299566,7,1261148137,65872,2103613749,741492,0,0
2023-03-31 10:04:16.404564,7,1261148137,65872,2103613749,741492,0,0
2023-03-31 10:04:17.538089,7,1261148137,65872,2103613749,741492,0,0
2023-03-31 10:04:18.686218,7,1261148137,65872,2103613749,741492,0,0
2023-03-31 10:04:19.839948,7,1261148137,65872,2103613749,741492,0,0
2023-03-31 10:04:21.023695,7,1261148137,65872,2103613749,741492,0,0
2023-03-31 10:04:22.115081,7,1261148137,65872,2103613749,741492,0,0
2023-03-31 10:04:23.211031,7,1304133384,65472,2223421478,738676,0,0
2023-03-31 10:04:24.359381,7,1304133384,65472,2223421478,738676,0,0
2023-03-31 10:04:25.456912,7,1304133384,65472,2223421478,738676,0,0
2023-03-31 10:04:26.515733,7,1304133384,65472,2223421478,738676,0,0
2023-03-31 10:04:27.661755,7,1304133384,65472,2223421478,738676,0,0
2023-03-31 10:04:28.854832,7,1304133384,65472,2223421478,738676,0,0
2023-03-31 10:04:30.059404,7,1304133384,65472,2223421478,738676,0,0
2023-03-31 10:04:31.148100,7,1304133384,65472,2223421478,738676,0,0
2023-03-31 10:04:32.253199,7,1304133384,65472,2223421478,738676,0,0
2023-03-31 10:04:33.310417,7,1304133384,65472,2223421478,738676,0,0
2023-03-31 10:04:34.473179,7,1304133384,65472,2223421478,738676,0,0
2023-03-31 10:04:35.740729,7,1304133384,65472,2223421478,738676,0,0
2023-03-31 10:04:36.820427,7,1304133384,65472,2223421478,738676,0,0
2023-03-31 10:04:37.937646,7,1304133384,65472,2503409312,741480,0,0
2023-03-31 10:04:39.169660,7,1303770899,65256,2503409312,741480,0,0
2023-03-31 10:04:40.248774,7,1303770899,65256,2503409312,741480,0,0
2023-03-31 10:04:41.358152,7,1303770899,65256,2503409312,741480,0,0
2023-03-31 10:04:42.559900,7,1303770899,65256,2503409312,741480,0,0
2023-03-31 10:04:43.667989,7,1303770899,65256,2503409312,741480,0,0
2023-03-31 10:04:44.826820,7,1303770899,65256,2503409312,741480,0,0
2023-03-31 10:04:46.002331,7,1303770899,65256,2503409312,741480,0,0
2023-03-31 10:04:46.956971,7,1303770899,65256,2503409312,741480,0,0
2023-03-31 10:04:48.064272,7,1303770899,65256,2503409312,741480,0,0
2023-03-31 10:04:49.194186,7,1303770899,65256,2503409312,741480,0,0
2023-03-31 10:04:50.300975,7,1303770899,65256,2503409312,741480,0,0
2023-03-31 10:04:51.456958,7,1303770899,65256,2503409312,741480,0,0
2023-03-31 10:04:52.773276,7,1303770899,65256,2503409312,741480,0,0
2023-03-31 10:04:53.837421,7,1360301379,65520,2770062856,738444,0,0
2023-03-31 10:04:54.942955,7,1360301379,65520,2770062856,738444,0,0
2023-03-31 10:04:56.036453,7,1360301379,65520,2770062856,738444,0,0
2023-03-31 10:04:57.084744,7,1360301379,65520,2770062856,738444,0,0
2023-03-31 10:04:58.178647,7,1360301379,65520,2770062856,738444,0,0
2023-03-31 10:04:59.309076,7,1360301379,65520,2770062856,738444,0,0
2023-03-31 10:05:00.422066,7,1360301379,65520,2770062856,738444,0,0
2023-03-31 10:05:01.561290,7,1360301379,65520,2770062856,738444,0,0
2023-03-31 10:05:02.688962,7,1360301379,65520,2770062856,738444,0,0
2023-03-31 10:05:03.789808,7,1360301379,65520,2770062856,738444,0,0
2023-03-31 10:05:04.928460,7,1360301379,65520,2770062856,738444,0,0
2023-03-31 10:05:06.972627,7,1360301379,65520,2770062856,738444,0,0
2023-03-31 10:05:08.088870,7,1305005329,65556,2735370175,737156,0,0
2023-03-31 10:05:09.250855,7,1305005329,65556,2735370175,737156,0,0
2023-03-31 10:05:10.336167,7,1305005329,65556,2735370175,737156,0,0
2023-03-31 10:05:11.433841,7,1305005329,65556,2735370175,737156,0,0
2023-03-31 10:05:12.504391,7,1305005329,65556,2735370175,737156,0,0
2023-03-31 10:05:13.619566,7,1305005329,65556,2735370175,737156,0,0
2023-03-31 10:05:14.891185,7,1305005329,65556,2735370175,737156,0,0
2023-03-31 10:05:16.052114,7,1305005329,65556,2735370175,737156,0,0
2023-03-31 10:05:18.505572,7,1305005329,65556,2735370175,737156,0,0
2023-03-31 10:05:19.685342,7,1305005329,65556,2735370175,737156,0,0
2023-03-31 10:05:20.824465,7,1305005329,65556,2735370175,737156,0,0
2023-03-31 10:05:22.024252,7,1305005329,65556,2735370175,737156,0,0
2023-03-31 10:05:23.113023,7,1303238355,65448,2483402999,738676,0,0
2023-03-31 10:05:24.252483,7,1303238355,65448,2483402999,738676,0,0
2023-03-31 10:05:25.440544,7,1303238355,65448,2483402999,738676,0,0
2023-03-31 10:05:26.448609,7,1303238355,65448,2483402999,738676,0,0
2023-03-31 10:05:27.280435,7,1303238355,65448,2483402999,738676,0,0
2023-03-31 10:05:28.408364,7,1303238355,65448,2483402999,738676,0,0
2023-03-31 10:05:29.560219,7,1303238355,65448,2483402999,738676,0,0
2023-03-31 10:05:30.525010,7,1303238355,65448,2483402999,738676,0,0
2023-03-31 10:05:31.676779,7,1303238355,65448,2483402999,738676,0,0
2023-03-31 10:05:32.782902,7,1303238355,65448,2483402999,738676,0,0
2023-03-31 10:05:33.850716,7,1303238355,65448,2483402999,738676,0,0
2023-03-31 10:05:34.948561,7,1303238355,65448,2483402999,738676,0,0
2023-03-31 10:05:36.086405,7,1303238355,65448,2483402999,738676,0,0
2023-03-31 10:05:37.188845,7,1303238355,65448,2483402999,738676,0,0
2023-03-31 10:05:38.195901,7,1322011945,65300,2508022950,739104,0,0
2023-03-31 10:05:39.339972,7,1322011945,65300,2508022950,739104,0,0
2023-03-31 10:05:40.558888,7,1322011945,65300,2508022950,739104,0,0
2023-03-31 10:05:41.384091,7,1322011945,65300,2508022950,739104,0,0
2023-03-31 10:05:42.398942,7,1322011945,65300,2508022950,739104,0,0
2023-03-31 10:05:43.542503,7,1322011945,65300,2508022950,739104,0,0
2023-03-31 10:05:44.695480,7,1322011945,65300,2508022950,739104,0,0
